type,time,latitude,longitude,altitude (m),name,desc
T,2022-06-29 00:35:25.279,22.257856300,114.211450500,143.3,,
T,2022-06-29 00:37:03.996,22.257575800,114.211123900,154.2,,
T,2022-06-29 00:37:19.805,22.257711300,114.210990400,154.4,,
T,2022-06-29 00:38:07.525,22.257964000,114.210764000,158.0,,
T,2022-06-29 00:38:29.685,22.257927100,114.210643800,160.1,,
T,2022-06-29 00:39:07.827,22.257681000,114.210547500,163.0,,
T,2022-06-29 00:39:27.698,22.257488000,114.210387000,163.0,,
T,2022-06-29 00:40:20.285,22.256854800,114.210575700,161.4,,
T,2022-06-29 00:40:27.256,22.256774200,114.210611300,161.0,,
T,2022-06-29 00:40:40.922,22.256700600,114.210731300,161.5,,
T,2022-06-29 00:40:44.424,22.256675100,114.210769700,161.5,,
T,2022-06-29 00:40:47.215,22.256657800,114.210797700,161.5,,
T,2022-06-29 00:40:51.052,22.256638500,114.210831300,161.7,,
T,2022-06-29 00:40:53.97,22.256620600,114.210865600,161.5,,
T,2022-06-29 00:40:56.321,22.256607300,114.210893900,161.4,,
T,2022-06-29 00:40:59.418,22.256591000,114.210931800,161.2,,
T,2022-06-29 00:41:01.954,22.256578600,114.210963300,160.9,,
T,2022-06-29 00:41:04.404,22.256568500,114.210994500,160.7,,
T,2022-06-29 00:41:08.806,22.256555400,114.211052200,160.3,,
T,2022-06-29 00:41:10.817,22.256550400,114.211078800,160.1,,
T,2022-06-29 00:41:12.879,22.256545900,114.211106200,160.0,,
T,2022-06-29 00:41:15.074,22.256542500,114.211135600,159.7,,
T,2022-06-29 00:41:20.339,22.256535900,114.211206300,159.2,,
T,2022-06-29 00:41:22.394,22.256531400,114.211233600,158.9,,
T,2022-06-29 00:41:23.972,22.256526400,114.211254200,158.7,,
T,2022-06-29 00:41:26.053,22.256517800,114.211280700,158.4,,
T,2022-06-29 00:41:28.333,22.256506600,114.211309000,158.0,,
T,2022-06-29 00:41:29.988,22.256496700,114.211328600,157.6,,
T,2022-06-29 00:41:31.653,22.256485300,114.211347400,157.3,,
T,2022-06-29 00:41:33.435,22.256471200,114.211366000,156.9,,
T,2022-06-29 00:41:36.753,22.256443900,114.211399700,156.1,,
T,2022-06-29 00:41:43.926,22.256382600,114.211470300,154.3,,
T,2022-06-29 00:41:46.424,22.256362400,114.211496000,153.8,,
T,2022-06-29 00:41:48.616,22.256345900,114.211519600,153.4,,
T,2022-06-29 00:41:51.04,22.256328800,114.211546600,152.8,,
T,2022-06-29 00:41:54.004,22.256309000,114.211580400,152.2,,
T,2022-06-29 00:41:55.503,22.256300100,114.211598200,151.8,,
T,2022-06-29 00:41:57.05,22.256292300,114.211617300,151.5,,
T,2022-06-29 00:41:58.583,22.256285900,114.211636800,151.1,,
T,2022-06-29 00:42:00.666,22.256279300,114.211664000,150.7,,
T,2022-06-29 00:42:03.074,22.256275300,114.211696200,150.4,,
T,2022-06-29 00:42:05.358,22.256274000,114.211727000,150.1,,
T,2022-06-29 00:42:07.335,22.256275900,114.211753600,150.0,,
T,2022-06-29 00:42:09.666,22.256281800,114.211784400,149.9,,
T,2022-06-29 00:42:15.429,22.256312400,114.211854800,149.9,,
T,2022-06-29 00:42:17.752,22.256324700,114.211883200,149.8,,
T,2022-06-29 00:43:02.047,22.256184000,114.212389000,150.7,,
T,2022-06-29 00:43:06.8,22.256157600,114.212416300,151.0,,
T,2022-06-29 00:43:33.236,22.256002000,114.212576600,152.5,,
T,2022-06-29 00:44:00.733,22.255830300,114.212898000,150.6,,
T,2022-06-29 00:44:03.75,22.255810000,114.212932300,149.8,,
T,2022-06-29 00:44:07.554,22.255781900,114.212973700,148.9,,
T,2022-06-29 00:44:10.571,22.255758600,114.213005700,148.2,,
T,2022-06-29 00:44:13.14,22.255737900,114.213032200,147.7,,
T,2022-06-29 00:44:15.489,22.255717800,114.213055300,147.3,,
T,2022-06-29 00:44:17.719,22.255697000,114.213075300,146.7,,
T,2022-06-29 00:44:19.685,22.255677200,114.213091000,146.3,,
T,2022-06-29 00:44:21.636,22.255656800,114.213105400,146.0,,
T,2022-06-29 00:44:23.676,22.255634800,114.213119300,145.7,,
T,2022-06-29 00:44:25.932,22.255609500,114.213132700,145.4,,
T,2022-06-29 00:44:28.228,22.255582800,114.213144000,145.2,,
T,2022-06-29 00:44:31.435,22.255544500,114.213156700,145.1,,
T,2022-06-29 00:44:35.588,22.255494400,114.213171200,144.8,,
T,2022-06-29 00:45:00.154,22.255195400,114.213245700,143.5,,
T,2022-06-29 00:45:03.781,22.255151600,114.213258200,143.0,,
T,2022-06-29 00:45:09.607,22.255081600,114.213279700,142.5,,
T,2022-06-29 00:45:22.329,22.254929700,114.213330100,140.5,,
T,2022-06-29 00:45:24.749,22.254901200,114.213341000,139.9,,
T,2022-06-29 00:45:27.174,22.254873100,114.213353200,139.3,,
T,2022-06-29 00:45:29.471,22.254847000,114.213366100,138.7,,
T,2022-06-29 00:45:31.571,22.254823700,114.213379100,138.2,,
T,2022-06-29 00:45:33.711,22.254800800,114.213394000,137.7,,
T,2022-06-29 00:45:35.918,22.254778500,114.213411500,137.2,,
T,2022-06-29 00:45:38.252,22.254755900,114.213431400,136.7,,
T,2022-06-29 00:45:40.687,22.254733300,114.213453400,136.2,,
T,2022-06-29 00:45:42.602,22.254716500,114.213471800,135.8,,
T,2022-06-29 00:45:44.447,22.254701500,114.213490700,135.2,,
T,2022-06-29 00:45:46.24,22.254688500,114.213510400,134.8,,
T,2022-06-29 00:45:48.43,22.254673900,114.213535400,134.3,,
T,2022-06-29 00:45:50.536,22.254661400,114.213560400,133.9,,
T,2022-06-29 00:45:52.745,22.254650100,114.213587600,133.6,,
T,2022-06-29 00:46:03.701,22.254600000,114.213725200,133.0,,
T,2022-06-29 00:46:05.924,22.254588100,114.213752300,132.9,,
T,2022-06-29 00:46:08.012,22.254575200,114.213776800,132.8,,
T,2022-06-29 00:46:10.167,22.254560700,114.213801300,132.6,,
T,2022-06-29 00:46:12.654,22.254542500,114.213828500,132.5,,
T,2022-06-29 00:46:15.521,22.254520000,114.213858600,132.3,,
T,2022-06-29 00:46:17.523,22.254503500,114.213878900,132.2,,
T,2022-06-29 00:46:19.586,22.254485100,114.213898400,131.8,,
T,2022-06-29 00:46:21.693,22.254465200,114.213917000,131.2,,
T,2022-06-29 00:46:24.307,22.254438900,114.213937900,130.4,,
T,2022-06-29 00:46:27.022,22.254410300,114.213957600,129.0,,
T,2022-06-29 00:46:30.425,22.254373400,114.213980400,127.4,,
T,2022-06-29 00:46:50.768,22.254147700,114.214106500,121.2,,
T,2022-06-29 00:46:57.045,22.254076600,114.214142200,120.2,,
T,2022-06-29 00:47:02.459,22.254013800,114.214169300,119.1,,
T,2022-06-29 00:47:07.111,22.253959000,114.214190200,117.9,,
T,2022-06-29 00:47:14.513,22.253870700,114.214219800,116.4,,
T,2022-06-29 00:47:19.098,22.253815400,114.214235900,116.3,,
T,2022-06-29 00:47:23.32,22.253764100,114.214249100,116.2,,
T,2022-06-29 00:47:28.88,22.253696000,114.214263800,116.2,,
T,2022-06-29 00:48:01.469,22.253295000,114.214339400,115.3,,
T,2022-06-29 00:48:04.412,22.253258600,114.214344900,114.9,,
T,2022-06-29 00:48:07.27,22.253223000,114.214347800,114.4,,
T,2022-06-29 00:48:10.433,22.253183500,114.214348100,113.7,,
T,2022-06-29 00:48:13.753,22.253142100,114.214345500,113.0,,
T,2022-06-29 00:48:18.082,22.253088500,114.214337800,111.9,,
T,2022-06-29 00:48:21.536,22.253046100,114.214329200,111.0,,
T,2022-06-29 00:48:24.208,22.253013800,114.214320100,110.3,,
T,2022-06-29 00:48:26.734,22.252983700,114.214309900,109.6,,
T,2022-06-29 00:49:11.965,22.252456700,114.214089900,98.3,,
T,2022-06-29 00:49:16.05,22.252409800,114.214068200,97.7,,
T,2022-06-29 00:49:19.58,22.252370000,114.214047700,97.3,,
T,2022-06-29 00:49:22.205,22.252341600,114.214030000,96.9,,
T,2022-06-29 00:49:24.679,22.252316000,114.214011300,96.6,,
T,2022-06-29 00:49:27.435,22.252288300,114.213989200,96.3,,
T,2022-06-29 00:49:30.307,22.252260500,114.213964700,96.0,,
T,2022-06-29 00:49:32.951,22.252235900,114.213940900,95.8,,
T,2022-06-29 00:49:35.801,22.252211200,114.213913200,95.5,,
T,2022-06-29 00:49:42.052,22.252159800,114.213849700,94.1,,
T,2022-06-29 00:49:44.771,22.252136800,114.213822700,93.5,,
T,2022-06-29 00:49:47.938,22.252109000,114.213792300,92.8,,
T,2022-06-29 00:49:50.489,22.252084800,114.213769900,92.3,,
T,2022-06-29 00:49:52.785,22.252062000,114.213751100,91.9,,
T,2022-06-29 00:50:15.187,22.251822600,114.213755700,92.4,,
T,2022-06-29 00:50:39.948,22.251720000,114.213846000,94.8,,
T,2022-06-29 00:50:45.976,22.251645900,114.213831600,93.7,,
T,2022-06-29 00:50:52.556,22.251604800,114.213754700,90.5,,
T,2022-06-29 00:50:58.209,22.251534900,114.213765500,88.8,,
T,2022-06-29 00:51:13.31,22.251433000,114.213937000,88.8,,
T,2022-06-29 00:52:05.672,22.251430000,114.214450000,91.2,,
T,2022-06-29 00:52:18.162,22.251476100,114.214500400,92.4,,
T,2022-06-29 00:53:13.555,22.251697000,114.214511000,98.7,,
T,2022-06-29 00:53:28.611,22.251763100,114.214561700,100.1,,
T,2022-06-29 00:53:38.295,22.251785000,114.214651000,100.6,,
T,2022-06-29 00:53:46.521,22.251773300,114.214761300,100.4,,
T,2022-06-29 00:53:54.046,22.251755400,114.214861000,100.2,,
T,2022-06-29 00:54:16.555,22.251842400,114.214912600,102.7,,
T,2022-06-29 00:54:27.255,22.251851500,114.215007300,103.3,,
T,2022-06-29 00:54:36.162,22.251850400,114.215127500,102.4,,
T,2022-06-29 00:54:57.536,22.251771300,114.215403000,99.1,,
T,2022-06-29 00:55:11.543,22.251623700,114.215504500,96.0,,
T,2022-06-29 00:55:20.197,22.251515900,114.215496000,92.8,,
T,2022-06-29 00:55:27.533,22.251430400,114.215531600,90.9,,
T,2022-06-29 00:55:37.779,22.251303300,114.215547800,86.2,,
T,2022-06-29 00:55:47.79,22.251210800,114.215638700,82.2,,
T,2022-06-29 00:55:57.434,22.251191100,114.215767100,81.1,,
T,2022-06-29 00:56:30.059,22.251272000,114.216018000,83.3,,
T,2022-06-29 00:56:39.332,22.251303200,114.216062300,84.1,,
T,2022-06-29 00:57:07.144,22.251395200,114.216080700,87.5,,
T,2022-06-29 00:57:10.048,22.251400300,114.216119500,86.9,,
T,2022-06-29 00:57:13.321,22.251382000,114.216159000,85.4,,
T,2022-06-29 00:57:25.184,22.251293000,114.216287000,79.2,,
T,2022-06-29 00:57:35.51,22.251343800,114.216415100,77.1,,
T,2022-06-29 00:57:42.465,22.251418000,114.216463900,76.7,,
T,2022-06-29 00:57:50.7,22.251512700,114.216507300,76.7,,
T,2022-06-29 00:57:59.383,22.251591600,114.216587700,75.3,,
T,2022-06-29 00:58:06.072,22.251661900,114.216621800,75.4,,
T,2022-06-29 00:58:11.241,22.251723700,114.216642000,75.2,,
T,2022-06-29 00:58:16.958,22.251769600,114.216701100,74.0,,
T,2022-06-29 00:58:19.227,22.251790900,114.216721300,73.7,,
T,2022-06-29 00:58:27.797,22.251710200,114.216797300,71.2,,
T,2022-06-29 00:58:35.017,22.251729800,114.216892400,69.1,,
T,2022-06-29 00:58:36.293,22.251733300,114.216909200,68.8,,
T,2022-06-29 00:58:50.003,22.251832800,114.217059800,67.1,,
T,2022-06-29 00:59:09.14,22.251860600,114.217316300,63.1,,
T,2022-06-29 00:59:32.086,22.251992200,114.217591400,62.3,,
T,2022-06-29 00:59:52.402,22.251976500,114.217752900,63.7,,
T,2022-06-29 01:00:16.883,22.251881400,114.217850400,66.0,,
T,2022-06-29 01:00:51.346,22.251843000,114.218024000,69.5,,
T,2022-06-29 01:01:02.291,22.251813400,114.218066100,70.7,,
T,2022-06-29 01:01:59.751,22.251683300,114.218251000,77.4,,
T,2022-06-29 01:02:59.804,22.251463000,114.218506000,83.1,,
T,2022-06-29 01:03:20.236,22.251212200,114.218521500,83.2,,
T,2022-06-29 01:04:25.307,22.250519000,114.218980000,75.3,,
T,2022-06-29 01:04:34.979,22.250446000,114.219084000,74.6,,
T,2022-06-29 01:05:10.008,22.250423000,114.219360000,77.0,,
T,2022-06-29 01:05:23.299,22.250309700,114.219491100,73.3,,
T,2022-06-29 01:05:38.116,22.250125400,114.219509300,65.0,,
T,2022-06-29 01:05:47.554,22.250088600,114.219630300,64.7,,
T,2022-06-29 01:06:16.088,22.250107300,114.219818100,67.2,,
T,2022-06-29 01:06:54.132,22.250146000,114.220032000,70.8,,
T,2022-06-29 01:07:08.131,22.249985600,114.220107200,69.0,,
T,2022-06-29 01:07:22.09,22.249812200,114.220087500,64.9,,
T,2022-06-29 01:07:50.594,22.249523500,114.220312600,64.8,,
T,2022-06-29 01:08:01.975,22.249472600,114.220444400,64.9,,
T,2022-06-29 01:08:24.413,22.249262500,114.220644800,61.2,,
T,2022-06-29 01:08:34.562,22.249137600,114.220668200,58.6,,
T,2022-06-29 01:08:41.902,22.249056300,114.220622400,57.3,,
T,2022-06-29 01:09:05.189,22.248772700,114.220552600,53.1,,
T,2022-06-29 01:09:20.309,22.248658600,114.220390000,50.8,,
T,2022-06-29 01:09:32.375,22.248533000,114.220480000,50.6,,
T,2022-06-29 01:10:21.621,22.248276200,114.220806100,53.5,,
T,2022-06-29 01:11:13.295,22.248232700,114.221099100,58.4,,
T,2022-06-29 01:11:34.148,22.248172200,114.221242700,60.0,,
T,2022-06-29 01:11:40.051,22.248109600,114.221284800,59.8,,
T,2022-06-29 01:11:45.792,22.248037900,114.221284700,59.0,,
T,2022-06-29 01:11:52.694,22.247956500,114.221254000,57.9,,
T,2022-06-29 01:12:02.279,22.247844300,114.221208900,56.6,,
T,2022-06-29 01:12:04.599,22.247816800,114.221199000,56.4,,
T,2022-06-29 01:12:07.452,22.247785700,114.221217800,56.1,,
T,2022-06-29 01:12:14.781,22.247761200,114.221313100,55.4,,
T,2022-06-29 01:12:22.009,22.247737100,114.221407100,54.2,,
T,2022-06-29 01:13:07.47,22.247581100,114.221997000,50.7,,
T,2022-06-29 01:13:21.192,22.247563000,114.222180000,50.8,,
T,2022-06-29 01:13:40.282,22.247521000,114.222433600,49.9,,
T,2022-06-29 01:14:06.971,22.247364300,114.222751500,46.8,,
T,2022-06-29 01:14:13.272,22.247334500,114.222830200,45.8,,
T,2022-06-29 01:14:42.78,22.247470800,114.223129800,46.6,,
T,2022-06-29 01:15:11.58,22.247560800,114.223506100,43.2,,
T,2022-06-29 01:15:28.222,22.247713600,114.223647900,43.3,,
T,2022-06-29 01:15:38.515,22.247824100,114.223718900,42.7,,
T,2022-06-29 01:15:57.218,22.247982000,114.223746600,43.7,,
T,2022-06-29 01:16:47.271,22.248167100,114.223655200,49.3,,
T,2022-06-29 01:17:42.96,22.248383000,114.223581000,55.6,,
T,2022-06-29 01:17:52.737,22.248494000,114.223636000,54.7,,
T,2022-06-29 01:18:33.411,22.248815300,114.224061200,46.7,,
T,2022-06-29 01:19:52.178,22.249135600,114.224121500,55.5,,
T,2022-06-29 01:20:04.715,22.249239800,114.224247800,55.0,,
T,2022-06-29 01:20:42.787,22.249458400,114.224704100,51.0,,
T,2022-06-29 01:21:42.867,22.249735200,114.224874000,56.7,,
T,2022-06-29 01:21:49.004,22.249760400,114.224891000,57.4,,
T,2022-06-29 01:21:59.135,22.249797500,114.224903000,58.5,,
T,2022-06-29 01:22:14.294,22.249687100,114.225069200,52.8,,
T,2022-06-29 01:22:29.482,22.249568300,114.225229000,47.6,,
T,2022-06-29 01:22:45.233,22.249534500,114.225438400,44.8,,
T,2022-06-29 01:23:17.474,22.249779500,114.225691600,45.6,,
T,2022-06-29 01:25:48.72,22.251000000,114.226302500,52.9,,
T,2022-06-29 01:26:23.464,22.251326000,114.226612000,49.3,,
T,2022-06-29 01:26:42.595,22.251446800,114.226628700,50.9,,
T,2022-06-29 01:26:52.696,22.251540500,114.226720000,50.8,,
T,2022-06-29 01:27:08.547,22.251627400,114.226912200,48.9,,
T,2022-06-29 01:27:50.588,22.251742700,114.227369400,50.0,,
T,2022-06-29 01:28:22.314,22.251479000,114.227689000,48.9,,
T,2022-06-29 01:28:48.101,22.251235100,114.227461700,45.4,,
T,2022-06-29 01:29:01.54,22.251135400,114.227315800,45.2,,
T,2022-06-29 01:29:09.189,22.251060500,114.227288100,45.4,,
T,2022-06-29 01:30:02.822,22.250775400,114.227497600,49.7,,
T,2022-06-29 01:30:12.956,22.250655300,114.227454400,48.5,,
T,2022-06-29 01:30:29.835,22.250446500,114.227422900,48.4,,
T,2022-06-29 01:30:41.439,22.250314300,114.227358700,48.2,,
T,2022-06-29 01:30:51.347,22.250227900,114.227300500,48.5,,
T,2022-06-29 01:30:58.938,22.250183300,114.227210100,48.0,,
T,2022-06-29 01:31:16.004,22.250305000,114.227021000,45.7,,
T,2022-06-29 01:31:25.489,22.250364000,114.226910000,44.9,,
T,2022-06-29 01:31:51.262,22.250305300,114.226737000,46.9,,
T,2022-06-29 01:32:17.217,22.250101600,114.226612600,48.2,,
T,2022-06-29 01:32:30.607,22.249942700,114.226556200,48.1,,
T,2022-06-29 01:33:11.314,22.249434500,114.226573600,45.6,,
T,2022-06-29 01:33:29.968,22.249202000,114.226590000,45.0,,
T,2022-06-29 01:34:20.021,22.248624100,114.226332300,44.0,,
T,2022-06-29 01:34:54.688,22.248285500,114.226270100,45.2,,
T,2022-06-29 01:35:24.717,22.248087400,114.226207500,47.4,,
T,2022-06-29 01:35:36.98,22.247945900,114.226160500,47.5,,
T,2022-06-29 01:35:53.562,22.247784700,114.226020000,44.3,,
T,2022-06-29 01:36:10.154,22.247587300,114.225951800,43.2,,
T,2022-06-29 01:36:34.537,22.247393200,114.225987200,44.6,,
T,2022-06-29 01:37:45.319,22.247131600,114.226286300,51.3,,
T,2022-06-29 01:37:58.56,22.246971000,114.226329000,50.6,,
T,2022-06-29 01:38:28.39,22.246599900,114.226365000,47.4,,
T,2022-06-29 01:38:51.886,22.246419000,114.226388700,48.9,,
T,2022-06-29 01:39:27.13,22.246078100,114.226319900,50.1,,
T,2022-06-29 01:39:38.915,22.245933400,114.226290700,49.8,,
T,2022-06-29 01:39:55.878,22.245721600,114.226284200,49.3,,
T,2022-06-29 01:40:06.195,22.245593000,114.226293000,48.8,,
T,2022-06-29 01:40:19.149,22.245502900,114.226364600,49.5,,
T,2022-06-29 01:40:52.94,22.245319700,114.226603500,51.3,,
T,2022-06-29 01:41:11.694,22.245237400,114.226706700,52.7,,
T,2022-06-29 01:41:34.089,22.245080000,114.226810000,54.0,,
T,2022-06-29 01:41:46.981,22.244930100,114.226856600,54.1,,
T,2022-06-29 01:42:06.928,22.244681400,114.226872700,52.6,,
T,2022-06-29 01:42:22.556,22.244508600,114.226774600,45.7,,
T,2022-06-29 01:42:34.129,22.244367000,114.226806000,44.3,,
T,2022-06-29 01:43:41.745,22.243791000,114.227048000,47.3,,
T,2022-06-29 01:44:39.442,22.243183000,114.227466000,45.6,,
T,2022-06-29 01:46:19.211,22.242978600,114.228110600,53.8,,
T,2022-06-29 01:47:41.859,22.242414100,114.229044400,44.4,,
T,2022-06-29 01:47:53.396,22.242386000,114.229197100,44.1,,
T,2022-06-29 01:48:25.576,22.242445500,114.229465300,46.1,,
T,2022-06-29 01:48:47.403,22.242415900,114.229758100,45.1,,
T,2022-06-29 01:49:09.58,22.242327700,114.230041800,44.9,,
T,2022-06-29 01:49:36.04,22.242144100,114.230338700,42.2,,
T,2022-06-29 01:50:33.777,22.242160200,114.230586900,48.7,,
T,2022-06-29 01:51:30.765,22.242060000,114.231192000,50.6,,
T,2022-06-29 01:51:56.08,22.241908400,114.231491800,47.9,,
T,2022-06-29 01:52:22.365,22.241699000,114.231765000,46.2,,
T,2022-06-29 01:52:51.17,22.241427700,114.232020300,43.7,,
T,2022-06-29 01:53:28.934,22.241072000,114.232355000,38.6,,
T,2022-06-29 01:53:44.996,22.241073000,114.232452000,40.1,,
T,2022-06-29 01:54:37.649,22.241250400,114.232634700,45.6,,
T,2022-06-29 01:55:01.782,22.241379500,114.232688300,47.7,,
T,2022-06-29 01:55:17.259,22.241532000,114.232727000,48.2,,
T,2022-06-29 01:55:50.851,22.241771000,114.232658600,50.5,,
T,2022-06-29 01:56:30.213,22.241971100,114.232549000,54.1,,
T,2022-06-29 01:57:00.072,22.242343700,114.232566500,51.6,,
T,2022-06-29 01:57:31.48,22.242712900,114.232423200,49.5,,
T,2022-06-29 01:58:56.405,22.243067700,114.232157600,57.9,,
T,2022-06-29 01:59:40.313,22.243615100,114.232121100,52.0,,
T,2022-06-29 02:00:00.93,22.243836100,114.231978300,51.5,,
T,2022-06-29 02:00:16.338,22.244026300,114.231946500,47.5,,
T,2022-06-29 02:00:55.762,22.244202300,114.231772800,50.9,,
T,2022-06-29 02:01:47.777,22.244476800,114.231609400,55.3,,
T,2022-06-29 02:02:04.719,22.244688300,114.231617200,53.8,,
T,2022-06-29 02:02:14.304,22.244804000,114.231584000,52.9,,
T,2022-06-29 02:02:55.728,22.245090000,114.231396000,55.3,,
T,2022-06-29 02:03:29.192,22.245507000,114.231365000,49.5,,
T,2022-06-29 02:04:20.227,22.245828000,114.231189000,53.2,,
T,2022-06-29 02:05:28.403,22.246480000,114.231000000,55.6,,
T,2022-06-29 02:06:30.851,22.246865000,114.230942000,60.8,,
T,2022-06-29 02:06:43.826,22.246932300,114.231024900,61.6,,
T,2022-06-29 02:07:24.25,22.246550200,114.231381500,54.1,,
T,2022-06-29 02:07:49.51,22.246375000,114.231665000,52.6,,
T,2022-06-29 02:08:45.429,22.246333000,114.232039000,57.3,,
T,2022-06-29 02:08:57.151,22.246194100,114.232089000,55.3,,
T,2022-06-29 02:09:23.883,22.245861000,114.232064000,45.9,,
T,2022-06-29 02:09:53.99,22.245821600,114.232170200,49.5,,
T,2022-06-29 02:10:18.711,22.245799200,114.232250500,52.6,,
T,2022-06-29 02:10:22.484,22.245786200,114.232264600,52.9,,
T,2022-06-29 02:10:26.489,22.245770000,114.232280200,53.3,,
T,2022-06-29 02:10:29.907,22.245753100,114.232294300,53.6,,
T,2022-06-29 02:10:53.674,22.245610100,114.232398700,55.3,,
T,2022-06-29 02:10:55.096,22.245600100,114.232405300,55.3,,
T,2022-06-29 02:10:55.854,22.245593600,114.232409100,55.4,,
T,2022-06-29 02:10:56.304,22.245588400,114.232411400,55.4,,
T,2022-06-29 02:10:56.733,22.245583300,114.232413200,55.3,,
T,2022-06-29 02:10:57.145,22.245578300,114.232414500,55.3,,
T,2022-06-29 02:10:57.664,22.245571900,114.232415600,55.2,,
T,2022-06-29 02:10:58.329,22.245563600,114.232416000,55.0,,
T,2022-06-29 02:10:59.045,22.245554700,114.232415100,54.7,,
T,2022-06-29 02:10:59.752,22.245546000,114.232413400,54.2,,
T,2022-06-29 02:11:00.489,22.245537200,114.232410500,53.7,,
T,2022-06-29 02:11:01.656,22.245523800,114.232404300,52.9,,
T,2022-06-29 02:11:10.916,22.245422800,114.232343400,45.9,,
T,2022-06-29 02:11:11.594,22.245415100,114.232339600,45.4,,
T,2022-06-29 02:11:12.187,22.245408100,114.232337000,45.0,,
T,2022-06-29 02:11:12.793,22.245400800,114.232334800,44.7,,
T,2022-06-29 02:11:13.646,22.245390400,114.232332300,44.1,,
T,2022-06-29 02:11:14.512,22.245379700,114.232330600,43.6,,
T,2022-06-29 02:11:15.193,22.245371200,114.232330200,43.3,,
T,2022-06-29 02:11:16.107,22.245359800,114.232330800,42.9,,
T,2022-06-29 02:11:17.199,22.245346300,114.232332900,42.4,,
T,2022-06-29 02:11:18.217,22.245333800,114.232335400,42.1,,
T,2022-06-29 02:11:19.202,22.245321900,114.232338800,41.8,,
T,2022-06-29 02:11:20.202,22.245310200,114.232343500,41.5,,
T,2022-06-29 02:11:21.125,22.245299800,114.232348900,41.3,,
T,2022-06-29 02:11:22.295,22.245287100,114.232356700,41.2,,
T,2022-06-29 02:11:28.973,22.245232600,114.232395300,41.4,,
T,2022-06-29 02:11:30.194,22.245225600,114.232401400,41.5,,
T,2022-06-29 02:11:31.73,22.245218200,114.232408800,41.6,,
T,2022-06-29 02:11:34.402,22.245208000,114.232421100,41.9,,
T,2022-06-29 02:11:52.163,22.245142700,114.232511800,43.4,,
T,2022-06-29 02:11:53.587,22.245135700,114.232522800,43.5,,
T,2022-06-29 02:11:54.917,22.245131000,114.232532000,43.6,,
T,2022-06-29 02:11:56.442,22.245127300,114.232541500,43.7,,
T,2022-06-29 02:11:58.12,22.245124100,114.232551400,43.8,,
T,2022-06-29 02:11:59.882,22.245121500,114.232561300,44.0,,
T,2022-06-29 02:12:01.691,22.245119500,114.232571000,44.2,,
T,2022-06-29 02:12:35.87,22.245090400,114.232751600,47.6,,
T,2022-06-29 02:12:37.519,22.245087900,114.232761500,47.8,,
T,2022-06-29 02:12:38.672,22.245085300,114.232769200,47.9,,
T,2022-06-29 02:12:39.371,22.245081500,114.232775800,47.9,,
T,2022-06-29 02:12:40.136,22.245077400,114.232781300,47.9,,
T,2022-06-29 02:12:40.782,22.245072000,114.232786500,47.9,,
T,2022-06-29 02:12:41.423,22.245065400,114.232791400,47.9,,
T,2022-06-29 02:12:42.104,22.245057700,114.232795300,47.8,,
T,2022-06-29 02:12:42.881,22.245048100,114.232796800,47.5,,
T,2022-06-29 02:12:47.983,22.244984400,114.232798800,45.5,,
T,2022-06-29 02:12:48.897,22.244973000,114.232798100,45.2,,
T,2022-06-29 02:12:49.676,22.244963400,114.232796400,45.0,,
T,2022-06-29 02:12:50.735,22.244950600,114.232792800,44.7,,
T,2022-06-29 02:13:02.697,22.244807600,114.232746000,40.9,,
T,2022-06-29 02:13:03.837,22.244793800,114.232742200,40.5,,
T,2022-06-29 02:13:04.774,22.244782300,114.232739900,40.3,,
T,2022-06-29 02:13:05.874,22.244768600,114.232738700,40.0,,
T,2022-06-29 02:13:06.955,22.244755100,114.232738500,39.7,,
T,2022-06-29 02:13:07.542,22.244747800,114.232739300,39.6,,
T,2022-06-29 02:13:08.117,22.244740700,114.232740400,39.5,,
T,2022-06-29 02:13:08.662,22.244734100,114.232742200,39.4,,
T,2022-06-29 02:13:09.352,22.244726000,114.232745400,39.4,,
T,2022-06-29 02:13:13.57,22.244680100,114.232770400,39.4,,
T,2022-06-29 02:13:14.493,22.244671400,114.232775700,39.4,,
T,2022-06-29 02:13:28.737,22.244591800,114.232827300,40.5,,
T,2022-06-29 02:13:30.662,22.244582900,114.232833900,40.7,,
T,2022-06-29 02:13:33.331,22.244572100,114.232843000,41.0,,
T,2022-06-29 02:13:35.431,22.244564000,114.232850100,41.2,,
T,2022-06-29 02:13:37.749,22.244556500,114.232857900,41.4,,
T,2022-06-29 02:13:40.71,22.244548500,114.232867800,41.8,,
T,2022-06-29 02:14:17.638,22.244463900,114.232985600,46.1,,
T,2022-06-29 02:14:20.84,22.244455800,114.232995300,46.5,,
T,2022-06-29 02:14:23.492,22.244448200,114.233003200,46.8,,
T,2022-06-29 02:14:25.924,22.244438900,114.233011000,47.0,,
T,2022-06-29 02:14:27.991,22.244428500,114.233018300,47.2,,
T,2022-06-29 02:14:29.698,22.244417500,114.233024500,47.3,,
T,2022-06-29 02:14:31.063,22.244406600,114.233029600,47.4,,
T,2022-06-29 02:14:32.431,22.244391900,114.233034900,47.4,,
T,2022-06-29 02:14:39.587,22.244305900,114.233061200,47.3,,
T,2022-06-29 02:14:41.199,22.244290300,114.233067200,47.3,,
T,2022-06-29 02:14:42.746,22.244278500,114.233072800,47.4,,
T,2022-06-29 02:14:44.288,22.244268000,114.233078300,47.5,,
