type,time,latitude,longitude,altitude (m),name,desc
T,2022-06-28 14:59:24.706,22.271277200,114.149511400,399.0,港島徑,山頂至大浪灣
T,2022-06-28 14:59:26.346,22.271292600,114.149496800,398.9,,
T,2022-06-28 14:59:35.775,22.271369100,114.149429700,399.2,,
T,2022-06-28 14:59:38.255,22.271381400,114.149420700,399.4,,
T,2022-06-28 14:59:39.912,22.271393300,114.149415000,399.5,,
T,2022-06-28 14:59:40.976,22.271406000,114.149410800,399.5,,
T,2022-06-28 14:59:42.003,22.271418700,114.149408800,399.4,,
T,2022-06-28 14:59:42.964,22.271430700,114.149408800,399.3,,
T,2022-06-28 14:59:43.845,22.271441600,114.149410500,399.1,,
T,2022-06-28 14:59:44.833,22.271453400,114.149414400,398.9,,
T,2022-06-28 14:59:49.695,22.271510100,114.149437900,397.8,,
T,2022-06-28 14:59:50.489,22.271519500,114.149441300,397.7,,
T,2022-06-28 14:59:51.305,22.271529400,114.149443900,397.5,,
T,2022-06-28 14:59:52.062,22.271538800,114.149445100,397.4,,
T,2022-06-28 14:59:52.799,22.271548000,114.149445100,397.3,,
T,2022-06-28 14:59:53.496,22.271556600,114.149443600,397.2,,
T,2022-06-28 14:59:54.219,22.271564400,114.149440200,397.2,,
T,2022-06-28 14:59:55.131,22.271571800,114.149435900,397.3,,
T,2022-06-28 15:00:10.267,22.271654600,114.149372200,398.4,,
T,2022-06-28 15:00:11.831,22.271663000,114.149366400,398.6,,
T,2022-06-28 15:00:13.082,22.271670400,114.149361900,398.6,,
T,2022-06-28 15:00:14.434,22.271680800,114.149357500,398.7,,
T,2022-06-28 15:00:15.461,22.271691600,114.149354800,398.7,,
T,2022-06-28 15:00:16.266,22.271701600,114.149353600,398.7,,
T,2022-06-28 15:00:17.324,22.271714800,114.149353900,398.6,,
T,2022-06-28 15:00:21.515,22.271766900,114.149359400,398.1,,
T,2022-06-28 15:00:22.405,22.271777900,114.149361200,397.9,,
T,2022-06-28 15:00:23.285,22.271788600,114.149363900,397.7,,
T,2022-06-28 15:00:24.042,22.271797700,114.149366700,397.6,,
T,2022-06-28 15:00:24.901,22.271807800,114.149370600,397.3,,
T,2022-06-28 15:00:25.635,22.271816100,114.149374800,397.0,,
T,2022-06-28 15:00:26.188,22.271822100,114.149378500,396.8,,
T,2022-06-28 15:00:26.736,22.271827600,114.149382900,396.6,,
T,2022-06-28 15:00:27.306,22.271833100,114.149387800,396.3,,
T,2022-06-28 15:00:27.889,22.271838300,114.149393300,396.0,,
T,2022-06-28 15:00:28.565,22.271843600,114.149400400,395.6,,
T,2022-06-28 15:00:30.356,22.271856700,114.149420000,394.5,,
T,2022-06-28 15:00:31.395,22.271864000,114.149431600,393.8,,
T,2022-06-28 15:00:33.634,22.271878400,114.149457500,392.6,,
T,2022-06-28 15:00:34.613,22.271884900,114.149468700,392.1,,
T,2022-06-28 15:00:35.276,22.271889800,114.149475900,391.8,,
T,2022-06-28 15:00:36.01,22.271896200,114.149483000,391.5,,
T,2022-06-28 15:00:36.717,22.271903000,114.149489100,391.2,,
T,2022-06-28 15:00:37.626,22.271912900,114.149495100,390.9,,
T,2022-06-28 15:00:38.307,22.271920600,114.149499000,390.6,,
T,2022-06-28 15:00:38.939,22.271928200,114.149501300,390.4,,
T,2022-06-28 15:00:39.647,22.271936900,114.149503000,390.2,,
T,2022-06-28 15:00:40.428,22.271946600,114.149504100,390.2,,
T,2022-06-28 15:00:49.767,22.271975800,114.149505600,391.3,,
T,2022-06-28 15:00:52.815,22.271985700,114.149506700,391.7,,
T,2022-06-28 15:00:55.294,22.271994000,114.149508000,392.0,,
T,2022-06-28 15:00:58.1,22.272004000,114.149510500,392.3,,
T,2022-06-28 15:01:01.183,22.272015900,114.149514800,392.7,,
T,2022-06-28 15:01:04.105,22.272027800,114.149519900,393.0,,
T,2022-06-28 15:01:06.279,22.272037200,114.149524600,393.2,,
T,2022-06-28 15:01:08.114,22.272045800,114.149529700,393.4,,
T,2022-06-28 15:01:12.683,22.272069200,114.149545600,393.8,,
T,2022-06-28 15:01:14.43,22.272077400,114.149550200,394.0,,
T,2022-06-28 15:01:16.458,22.272086000,114.149553900,394.2,,
T,2022-06-28 15:01:18.493,22.272093800,114.149556200,394.4,,
T,2022-06-28 15:01:21.082,22.272102900,114.149557800,394.7,,
T,2022-06-28 15:01:23.599,22.272111200,114.149558500,395.0,,
T,2022-06-28 15:01:26.784,22.272120900,114.149558200,395.4,,
T,2022-06-28 15:01:30.609,22.272131800,114.149556800,395.9,,
T,2022-06-28 15:01:55.581,22.272199300,114.149543300,399.2,,
T,2022-06-28 15:02:02.316,22.272217000,114.149539200,400.0,,
T,2022-06-28 15:02:07.119,22.272275400,114.149524400,397.5,,
T,2022-06-28 15:02:08.004,22.272286300,114.149522400,396.9,,
T,2022-06-28 15:02:08.984,22.272298500,114.149521300,396.2,,
T,2022-06-28 15:02:11.226,22.272326500,114.149521000,394.5,,
T,2022-06-28 15:02:11.909,22.272335000,114.149520200,394.0,,
T,2022-06-28 15:02:12.452,22.272341600,114.149518500,393.6,,
T,2022-06-28 15:02:12.999,22.272347800,114.149515400,393.4,,
T,2022-06-28 15:02:13.655,22.272354500,114.149510300,393.2,,
T,2022-06-28 15:02:14.409,22.272361500,114.149503500,393.0,,
T,2022-06-28 15:02:15.241,22.272368300,114.149495000,393.0,,
T,2022-06-28 15:02:16.449,22.272377400,114.149482000,392.9,,
T,2022-06-28 15:02:17.2,22.272383500,114.149474300,392.9,,
T,2022-06-28 15:02:17.923,22.272389700,114.149467200,392.8,,
T,2022-06-28 15:02:18.648,22.272396700,114.149461000,392.6,,
T,2022-06-28 15:02:19.531,22.272405500,114.149453800,392.4,,
T,2022-06-28 15:02:20.424,22.272415000,114.149447500,392.1,,
T,2022-06-28 15:02:21.119,22.272422900,114.149443600,391.8,,
T,2022-06-28 15:02:21.724,22.272430200,114.149441500,391.5,,
T,2022-06-28 15:02:22.349,22.272437900,114.149440100,391.1,,
T,2022-06-28 15:02:23.563,22.272453000,114.149438600,390.3,,
T,2022-06-28 15:02:24.266,22.272461700,114.149437300,389.9,,
T,2022-06-28 15:02:24.83,22.272468600,114.149435800,389.6,,
T,2022-06-28 15:02:25.478,22.272476300,114.149433100,389.3,,
T,2022-06-28 15:02:26.063,22.272482900,114.149429700,389.2,,
T,2022-06-28 15:02:26.642,22.272489000,114.149425500,389.2,,
T,2022-06-28 15:02:27.88,22.272495400,114.149419500,389.2,,
T,2022-06-28 15:02:30.693,22.272502400,114.149411500,389.6,,
T,2022-06-28 15:02:39.397,22.272515500,114.149394300,390.8,,
T,2022-06-28 15:02:42.988,22.272522600,114.149387000,391.2,,
T,2022-06-28 15:02:45.913,22.272530100,114.149380900,391.6,,
T,2022-06-28 15:02:51.113,22.272546700,114.149369700,392.2,,
T,2022-06-28 15:02:54.43,22.272555700,114.149362500,392.6,,
T,2022-06-28 15:02:57.853,22.272563200,114.149355100,393.0,,
T,2022-06-28 15:03:01.968,22.272571000,114.149346200,393.6,,
T,2022-06-28 15:03:07.254,22.272579300,114.149334800,394.3,,
T,2022-06-28 15:03:14.797,22.272590200,114.149318400,395.3,,
T,2022-06-28 15:03:24.088,22.272601800,114.149298100,396.5,,
T,2022-06-28 15:04:14.695,22.272661800,114.149181600,403.3,,
T,2022-06-28 15:04:22.095,22.272672400,114.149163000,404.3,,
T,2022-06-28 15:04:33.339,22.272691600,114.149133000,405.7,,
T,2022-06-28 15:04:39.084,22.272702800,114.149117200,406.4,,
T,2022-06-28 15:04:43.38,22.272712400,114.149105000,406.9,,
T,2022-06-28 15:04:47.436,22.272722700,114.149093100,407.4,,
T,2022-06-28 15:05:14.938,22.272793700,114.149017700,410.7,,
T,2022-06-28 15:05:19.372,22.272803200,114.149009100,411.2,,
T,2022-06-28 15:05:23.853,22.272814500,114.149000800,411.8,,
T,2022-06-28 15:05:27.997,22.272826400,114.148993500,412.3,,
T,2022-06-28 15:05:31.52,22.272837100,114.148987500,412.7,,
T,2022-06-28 15:05:34.263,22.272847000,114.148983200,413.0,,
T,2022-06-28 15:05:36.516,22.272858400,114.148980400,413.3,,
T,2022-06-28 15:05:38.381,22.272871400,114.148978900,413.4,,
T,2022-06-28 15:05:39.873,22.272883500,114.148978100,413.5,,
T,2022-06-28 15:05:43.34,22.272919800,114.148978100,413.6,,
T,2022-06-28 15:05:44.477,22.272928500,114.148977400,413.7,,
T,2022-06-28 15:05:45.811,22.272936400,114.148976100,413.8,,
T,2022-06-28 15:05:47.792,22.272945300,114.148973600,414.0,,
T,2022-06-28 15:05:50.544,22.272954800,114.148969600,414.3,,
T,2022-06-28 15:06:08.506,22.273009100,114.148943100,416.5,,
T,2022-06-28 15:06:12.593,22.273022300,114.148937500,417.0,,
T,2022-06-28 15:06:14.932,22.273031100,114.148934600,417.3,,
T,2022-06-28 15:06:16.745,22.273039400,114.148932700,417.5,,
T,2022-06-28 15:06:18.536,22.273048300,114.148931000,417.6,,
T,2022-06-28 15:06:20.222,22.273057100,114.148929700,417.8,,
T,2022-06-28 15:06:44.576,22.273164300,114.148916600,420.4,,
T,2022-06-28 15:06:48.111,22.273181100,114.148915100,420.8,,
T,2022-06-28 15:06:51.099,22.273196900,114.148914400,421.1,,
T,2022-06-28 15:06:53.041,22.273209800,114.148914900,421.2,,
T,2022-06-28 15:06:54.544,22.273222800,114.148916400,421.3,,
T,2022-06-28 15:06:55.75,22.273236700,114.148918900,421.3,,
T,2022-06-28 15:06:56.782,22.273249300,114.148921800,421.3,,
T,2022-06-28 15:06:58.308,22.273267700,114.148927200,421.1,,
T,2022-06-28 15:07:01.868,22.273310200,114.148941300,420.7,,
T,2022-06-28 15:07:02.787,22.273321300,114.148944500,420.6,,
T,2022-06-28 15:07:03.632,22.273331600,114.148947000,420.6,,
T,2022-06-28 15:07:05.074,22.273340300,114.148948400,420.7,,
T,2022-06-28 15:07:07.467,22.273350800,114.148949000,421.0,,
T,2022-06-28 15:07:10.432,22.273362100,114.148948800,421.3,,
T,2022-06-28 15:07:13.21,22.273371700,114.148948100,421.6,,
T,2022-06-28 15:07:17.612,22.273385300,114.148946200,422.2,,
T,2022-06-28 15:07:21.973,22.273397000,114.148943500,422.8,,
T,2022-06-28 15:07:26.875,22.273409000,114.148940000,423.4,,
T,2022-06-28 15:07:32.503,22.273421300,114.148935400,424.2,,
T,2022-06-28 15:07:38.625,22.273433500,114.148930000,425.0,,
T,2022-06-28 15:08:14.862,22.273499400,114.148898200,430.1,,
T,2022-06-28 15:08:23.688,22.273515700,114.148891300,431.3,,
T,2022-06-28 15:08:28.652,22.273527100,114.148887500,432.0,,
T,2022-06-28 15:08:32.098,22.273537900,114.148885100,432.4,,
T,2022-06-28 15:08:35.128,22.273548000,114.148884500,432.8,,
T,2022-06-28 15:08:37.621,22.273556600,114.148884900,433.1,,
T,2022-06-28 15:08:40.001,22.273565100,114.148886400,433.4,,
T,2022-06-28 15:08:42.114,22.273573100,114.148889000,433.6,,
T,2022-06-28 15:08:44.852,22.273605500,114.148900800,433.5,,
T,2022-06-28 15:08:45.675,22.273615400,114.148903800,433.4,,
T,2022-06-28 15:08:46.373,22.273624000,114.148905400,433.4,,
T,2022-06-28 15:08:47.231,22.273632200,114.148906000,433.4,,
T,2022-06-28 15:08:48.744,22.273640500,114.148905600,433.5,,
T,2022-06-28 15:08:50.831,22.273648800,114.148904300,433.8,,
T,2022-06-28 15:08:54.287,22.273659000,114.148901300,434.2,,
T,2022-06-28 15:09:01.893,22.273679800,114.148894200,435.2,,
T,2022-06-28 15:09:05.501,22.273690700,114.148891000,435.6,,
T,2022-06-28 15:09:08.388,22.273701300,114.148888300,436.0,,
T,2022-06-28 15:09:10.982,22.273718200,114.148885100,436.2,,
T,2022-06-28 15:09:13.427,22.273734500,114.148882700,436.4,,
T,2022-06-28 15:09:16.322,22.273754200,114.148880700,436.6,,
T,2022-06-28 15:09:18.893,22.273772000,114.148879800,436.8,,
T,2022-06-28 15:09:21.262,22.273788600,114.148879800,437.0,,
T,2022-06-28 15:09:24.721,22.273813000,114.148881400,437.2,,
T,2022-06-28 15:09:26.01,22.273822000,114.148881300,437.3,,
T,2022-06-28 15:09:27.112,22.273829600,114.148880500,437.4,,
T,2022-06-28 15:09:28.537,22.273839200,114.148877900,437.5,,
T,2022-06-28 15:09:29.852,22.273847900,114.148874500,437.6,,
T,2022-06-28 15:09:35.046,22.273883000,114.148859700,437.9,,
T,2022-06-28 15:09:38.657,22.273895100,114.148855300,438.4,,
T,2022-06-28 15:09:44.7,22.273908700,114.148851100,439.2,,
T,2022-06-28 15:09:50.314,22.273921400,114.148848100,440.0,,
T,2022-06-28 15:09:55.647,22.273933500,114.148846100,440.7,,
T,2022-06-28 15:10:01.062,22.273945800,114.148845600,441.4,,
T,2022-06-28 15:10:05.919,22.273956800,114.148846400,442.1,,
T,2022-06-28 15:10:11.121,22.273968500,114.148848800,442.8,,
T,2022-06-28 15:10:16.008,22.273979400,114.148852100,443.5,,
T,2022-06-28 15:10:21.651,22.273991800,114.148857600,444.2,,
T,2022-06-28 15:10:26.004,22.274001200,114.148863000,444.8,,
T,2022-06-28 15:10:29.852,22.274009400,114.148868400,445.3,,
T,2022-06-28 15:10:33.929,22.274017900,114.148875200,445.8,,
T,2022-06-28 15:10:38.227,22.274026700,114.148883100,446.4,,
T,2022-06-28 15:10:40.599,22.274034200,114.148890800,446.7,,
T,2022-06-28 15:10:41.41,22.274040900,114.148899000,446.1,,
T,2022-06-28 15:10:42.995,22.274053400,114.148915600,444.9,,
T,2022-06-28 15:10:43.691,22.274059300,114.148922500,444.4,,
T,2022-06-28 15:10:44.205,22.274064100,114.148927100,444.1,,
T,2022-06-28 15:10:44.718,22.274069200,114.148931300,443.8,,
T,2022-06-28 15:10:45.169,22.274073800,114.148934800,443.6,,
T,2022-06-28 15:10:45.633,22.274078900,114.148937800,443.5,,
T,2022-06-28 15:10:46.157,22.274084900,114.148940600,443.5,,
T,2022-06-28 15:10:46.902,22.274091400,114.148943000,443.5,,
T,2022-06-28 15:10:48.516,22.274098300,114.148944400,443.7,,
T,2022-06-28 15:10:51.224,22.274106100,114.148944800,444.1,,
T,2022-06-28 15:11:04.904,22.274139400,114.148943800,445.9,,
T,2022-06-28 15:11:07.354,22.274147200,114.148944500,446.2,,
T,2022-06-28 15:11:08.977,22.274154800,114.148946100,446.4,,
T,2022-06-28 15:11:10.223,22.274165800,114.148949700,446.4,,
T,2022-06-28 15:11:11.3,22.274178400,114.148954800,445.2,,
T,2022-06-28 15:11:12.217,22.274188800,114.148960000,443.9,,
T,2022-06-28 15:11:13.204,22.274199500,114.148966600,442.4,,
T,2022-06-28 15:11:14.042,22.274208200,114.148972900,441.1,,
T,2022-06-28 15:11:14.999,22.274218000,114.148980300,439.6,,
T,2022-06-28 15:11:19.796,22.274266100,114.149018900,431.7,,
T,2022-06-28 15:11:21.016,22.274279100,114.149027500,429.9,,
T,2022-06-28 15:11:22.196,22.274292200,114.149034800,428.2,,
T,2022-06-28 15:11:23.313,22.274305000,114.149040800,426.7,,
T,2022-06-28 15:11:24.449,22.274318500,114.149045500,425.4,,
T,2022-06-28 15:11:25.62,22.274332700,114.149049300,424.1,,
T,2022-06-28 15:11:26.897,22.274348500,114.149051700,423.0,,
T,2022-06-28 15:11:28.267,22.274365600,114.149052100,422.1,,
T,2022-06-28 15:11:29.592,22.274382100,114.149050600,421.4,,
T,2022-06-28 15:11:41.194,22.274525000,114.149024600,419.3,,
T,2022-06-28 15:11:52.74,22.274669200,114.149026700,414.3,,
T,2022-06-28 15:11:53.8,22.274682200,114.149029400,413.7,,
T,2022-06-28 15:11:55.05,22.274697200,114.149034100,412.9,,
T,2022-06-28 15:11:56.283,22.274711600,114.149040000,412.1,,
T,2022-06-28 15:11:57.565,22.274726200,114.149047100,411.4,,
T,2022-06-28 15:11:58.914,22.274741100,114.149055600,411.1,,
T,2022-06-28 15:12:00.052,22.274753300,114.149063500,410.8,,
T,2022-06-28 15:12:01.204,22.274765100,114.149072400,410.4,,
T,2022-06-28 15:12:02.259,22.274775600,114.149081000,410.1,,
T,2022-06-28 15:12:03.499,22.274787100,114.149092200,409.7,,
T,2022-06-28 15:12:04.88,22.274799100,114.149105600,409.2,,
T,2022-06-28 15:12:06.382,22.274811400,114.149120900,408.6,,
T,2022-06-28 15:12:07.779,22.274821600,114.149136200,408.1,,
T,2022-06-28 15:12:09.04,22.274830000,114.149150600,407.5,,
T,2022-06-28 15:12:11.852,22.274845800,114.149184500,405.8,,
T,2022-06-28 15:12:13.29,22.274854800,114.149201300,404.8,,
T,2022-06-28 15:12:14.722,22.274865100,114.149217100,403.8,,
T,2022-06-28 15:12:16.283,22.274877000,114.149233800,402.7,,
T,2022-06-28 15:12:17.633,22.274887900,114.149247700,401.8,,
T,2022-06-28 15:12:18.868,22.274898600,114.149259700,401.0,,
T,2022-06-28 15:12:20.199,22.274910900,114.149271800,400.1,,
T,2022-06-28 15:12:21.599,22.274924700,114.149283400,399.3,,
T,2022-06-28 15:12:22.955,22.274938500,114.149294000,398.5,,
T,2022-06-28 15:12:24.337,22.274953200,114.149303800,397.8,,
T,2022-06-28 15:12:25.915,22.274970400,114.149314200,397.0,,
T,2022-06-28 15:12:27.408,22.274987300,114.149322700,396.3,,
T,2022-06-28 15:12:28.938,22.275005000,114.149330500,395.7,,
T,2022-06-28 15:12:30.48,22.275023100,114.149337600,395.3,,
T,2022-06-28 15:12:32.045,22.275041700,114.149344100,394.9,,
T,2022-06-28 15:12:33.413,22.275058300,114.149348500,394.7,,
T,2022-06-28 15:12:35.24,22.275080700,114.149353200,394.5,,
T,2022-06-28 15:12:36.824,22.275098900,114.149355500,394.5,,
T,2022-06-28 15:12:38.754,22.275114500,114.149356400,394.6,,
T,2022-06-28 15:12:41.574,22.275132500,114.149356300,394.9,,
T,2022-06-28 15:12:44.995,22.275150800,114.149355100,395.2,,
T,2022-06-28 15:12:48.966,22.275168200,114.149352500,395.6,,
T,2022-06-28 15:12:56.608,22.275198700,114.149346400,396.5,,
T,2022-06-28 15:12:59.789,22.275213800,114.149344500,396.8,,
T,2022-06-28 15:13:02.467,22.275227600,114.149343200,397.1,,
T,2022-06-28 15:13:04.447,22.275240600,114.149343100,397.2,,
T,2022-06-28 15:13:06.125,22.275255900,114.149344400,397.3,,
T,2022-06-28 15:13:07.609,22.275273700,114.149347000,397.3,,
T,2022-06-28 15:13:11.059,22.275315900,114.149356400,396.7,,
T,2022-06-28 15:13:13.054,22.275340500,114.149360700,396.5,,
T,2022-06-28 15:13:14.915,22.275363600,114.149363500,396.3,,
T,2022-06-28 15:13:17.22,22.275392300,114.149366000,396.2,,
T,2022-06-28 15:13:19.465,22.275420300,114.149367500,396.2,,
T,2022-06-28 15:13:23.989,22.275469700,114.149368300,396.3,,
T,2022-06-28 15:13:25.453,22.275482700,114.149367700,396.4,,
T,2022-06-28 15:13:26.594,22.275491100,114.149366700,396.5,,
T,2022-06-28 15:13:27.995,22.275499600,114.149364900,396.6,,
T,2022-06-28 15:13:29.525,22.275507200,114.149362400,396.7,,
T,2022-06-28 15:13:31.825,22.275515900,114.149357800,397.0,,
T,2022-06-28 15:13:34.207,22.275523700,114.149352600,397.3,,
T,2022-06-28 15:13:36.809,22.275530500,114.149346400,397.6,,
T,2022-06-28 15:13:40.485,22.275538400,114.149337100,398.0,,
T,2022-06-28 15:13:45.111,22.275547400,114.149324900,398.6,,
T,2022-06-28 15:13:49.535,22.275559100,114.149307800,399.1,,
T,2022-06-28 15:13:51.542,22.275572500,114.149284900,399.0,,
T,2022-06-28 15:13:53.515,22.275584900,114.149261900,398.9,,
T,2022-06-28 15:13:55.617,22.275595900,114.149239900,399.0,,
T,2022-06-28 15:13:58.206,22.275606400,114.149217100,399.1,,
T,2022-06-28 15:14:01.121,22.275615700,114.149195000,399.3,,
T,2022-06-28 15:14:11.26,22.275637600,114.149136100,400.2,,
T,2022-06-28 15:14:13.783,22.275643800,114.149121100,400.4,,
T,2022-06-28 15:14:14.999,22.275647600,114.149112800,400.5,,
T,2022-06-28 15:14:15.747,22.275652900,114.149104500,400.5,,
T,2022-06-28 15:14:16.41,22.275658400,114.149097800,400.3,,
T,2022-06-28 15:14:17.118,22.275664800,114.149091200,400.1,,
T,2022-06-28 15:14:17.908,22.275672400,114.149084400,399.8,,
T,2022-06-28 15:14:18.713,22.275680900,114.149078600,399.3,,
T,2022-06-28 15:14:19.411,22.275688700,114.149074400,398.8,,
T,2022-06-28 15:14:20.056,22.275696200,114.149071200,398.3,,
T,2022-06-28 15:14:21.308,22.275711300,114.149066800,397.2,,
T,2022-06-28 15:14:22.01,22.275719400,114.149063200,396.7,,
T,2022-06-28 15:14:22.665,22.275726600,114.149059000,396.3,,
T,2022-06-28 15:14:23.43,22.275734100,114.149052600,395.9,,
T,2022-06-28 15:14:24.169,22.275740500,114.149045400,395.8,,
T,2022-06-28 15:14:24.949,22.275746600,114.149037200,395.7,,
T,2022-06-28 15:14:25.974,22.275751600,114.149028100,395.7,,
T,2022-06-28 15:14:28.312,22.275756600,114.149015600,395.9,,
T,2022-06-28 15:14:35.312,22.275765500,114.148986100,396.7,,
T,2022-06-28 15:14:38.507,22.275771100,114.148970700,397.0,,
T,2022-06-28 15:14:42.324,22.275781700,114.148947400,397.3,,
T,2022-06-28 15:14:43.67,22.275786000,114.148938500,397.4,,
T,2022-06-28 15:14:44.704,22.275790400,114.148930300,397.5,,
T,2022-06-28 15:14:45.407,22.275794700,114.148923100,397.5,,
T,2022-06-28 15:14:46.784,22.275805100,114.148908300,397.4,,
T,2022-06-28 15:14:47.884,22.275812800,114.148896000,397.4,,
T,2022-06-28 15:14:50.553,22.275818500,114.148886000,397.7,,
T,2022-06-28 15:14:58.223,22.275824100,114.148874900,398.8,,
T,2022-06-28 15:15:06.342,22.275828200,114.148864300,400.0,,
T,2022-06-28 15:15:14.445,22.275831200,114.148854400,401.2,,
T,2022-06-28 15:15:22.912,22.275832900,114.148844800,402.5,,
T,2022-06-28 15:15:31.653,22.275833100,114.148835600,403.9,,
T,2022-06-28 15:15:39.634,22.275832300,114.148827600,405.1,,
T,2022-06-28 15:15:48.705,22.275829800,114.148819100,406.5,,
T,2022-06-28 15:15:59.155,22.275825600,114.148809700,408.1,,
T,2022-06-28 15:16:07.949,22.275821400,114.148801900,409.5,,
T,2022-06-28 15:16:15.733,22.275816800,114.148795200,410.7,,
T,2022-06-28 15:16:22.587,22.275811900,114.148789500,411.7,,
T,2022-06-28 15:16:28.852,22.275806300,114.148784600,412.7,,
T,2022-06-28 15:16:36.364,22.275798400,114.148779000,413.8,,
T,2022-06-28 15:16:43.888,22.275789600,114.148773500,414.9,,
T,2022-06-28 15:16:53.759,22.275776700,114.148766400,416.4,,
T,2022-06-28 15:17:18.204,22.275740900,114.148747800,419.9,,
T,2022-06-28 15:17:29.521,22.275724000,114.148737800,421.5,,
T,2022-06-28 15:17:40.621,22.275708400,114.148726500,423.1,,
T,2022-06-28 15:17:50.656,22.275694200,114.148715200,424.6,,
T,2022-06-28 15:18:00.6,22.275680800,114.148702600,426.0,,
T,2022-06-28 15:18:10.582,22.275667300,114.148688600,427.4,,
T,2022-06-28 15:18:17.625,22.275658200,114.148677700,428.4,,
T,2022-06-28 15:18:25.524,22.275648500,114.148664400,429.5,,
T,2022-06-28 15:18:31.793,22.275641300,114.148653000,430.4,,
T,2022-06-28 15:18:37.335,22.275635700,114.148642300,431.2,,
T,2022-06-28 15:18:43.276,22.275631000,114.148630300,432.0,,
T,2022-06-28 15:18:48.602,22.275627600,114.148619200,432.7,,
T,2022-06-28 15:18:53.185,22.275625400,114.148609100,433.4,,
T,2022-06-28 15:18:55.781,22.275624700,114.148602300,433.7,,
T,2022-06-28 15:18:58.435,22.275624900,114.148595600,434.1,,
T,2022-06-28 15:19:00.996,22.275625900,114.148589400,434.4,,
T,2022-06-28 15:19:04.665,22.275628300,114.148580900,434.9,,
T,2022-06-28 15:19:09.815,22.275632500,114.148569400,435.6,,
T,2022-06-28 15:19:22.624,22.275644800,114.148542200,437.4,,
T,2022-06-28 15:19:28.619,22.275650800,114.148529900,438.2,,
T,2022-06-28 15:19:59.461,22.275684100,114.148471000,442.5,,
T,2022-06-28 15:20:20.269,22.275704500,114.148432900,445.4,,
T,2022-06-28 15:20:34.767,22.275717700,114.148406900,447.5,,
T,2022-06-28 15:21:10.78,22.275747700,114.148344100,452.6,,
T,2022-06-28 15:21:17.888,22.275754300,114.148332200,453.6,,
T,2022-06-28 15:21:22.082,22.275760300,114.148322500,454.2,,
T,2022-06-28 15:21:26.533,22.275767600,114.148312400,454.8,,
T,2022-06-28 15:21:31.482,22.275777400,114.148301900,455.4,,
T,2022-06-28 15:21:36.558,22.275788900,114.148291200,456.0,,
T,2022-06-28 15:21:40.895,22.275800300,114.148282400,456.6,,
T,2022-06-28 15:21:44.6,22.275811300,114.148275100,457.0,,
T,2022-06-28 15:21:51.601,22.275890700,114.148235500,454.0,,
T,2022-06-28 15:21:53.031,22.275907300,114.148228400,453.2,,
T,2022-06-28 15:21:53.875,22.275917400,114.148225100,452.7,,
T,2022-06-28 15:21:54.633,22.275926700,114.148223200,452.2,,
T,2022-06-28 15:21:55.479,22.275937200,114.148221900,451.6,,
T,2022-06-28 15:21:56.28,22.275947200,114.148221700,450.9,,
T,2022-06-28 15:21:57.202,22.275958700,114.148222300,450.2,,
T,2022-06-28 15:21:58.792,22.275978400,114.148225100,448.7,,
T,2022-06-28 15:21:59.442,22.275986500,114.148225600,448.1,,
T,2022-06-28 15:22:00.043,22.275994000,114.148225400,447.6,,
T,2022-06-28 15:22:00.689,22.276002000,114.148224200,447.2,,
T,2022-06-28 15:22:01.387,22.276010500,114.148222100,446.9,,
T,2022-06-28 15:22:02.008,22.276017800,114.148219300,446.7,,
T,2022-06-28 15:22:02.543,22.276023700,114.148215900,446.7,,
T,2022-06-28 15:22:04.117,22.276030400,114.148210700,446.8,,
T,2022-06-28 15:22:07.104,22.276039000,114.148203100,447.2,,
T,2022-06-28 15:22:11.048,22.276047400,114.148194800,447.7,,
T,2022-06-28 15:23:22.037,22.276132000,114.148107000,457.9,,
T,2022-06-28 15:23:33.932,22.276142200,114.148097000,459.7,,
T,2022-06-28 15:23:44.046,22.276151700,114.148088900,461.3,,
T,2022-06-28 15:23:54.778,22.276163700,114.148081000,462.9,,
T,2022-06-28 15:25:37.061,22.276364700,114.147992300,477.0,,
T,2022-06-28 15:25:50.072,22.276434700,114.147941800,478.1,,
T,2022-06-28 15:25:52.923,22.276467000,114.147925600,478.0,,
T,2022-06-28 15:25:59.11,22.276544200,114.147921700,475.5,,
T,2022-06-28 15:26:05.303,22.276621400,114.147927000,471.6,,
T,2022-06-28 15:26:11.921,22.276703800,114.147934100,466.9,,
T,2022-06-28 15:26:16.383,22.276759500,114.147932100,465.3,,
T,2022-06-28 15:26:18.481,22.276784500,114.147940600,462.9,,
T,2022-06-28 15:26:21.951,22.276815800,114.147973000,456.9,,
T,2022-06-28 15:26:25.116,22.276847100,114.147999100,452.6,,
T,2022-06-28 15:26:28.208,22.276883200,114.148013900,450.4,,
T,2022-06-28 15:26:33.787,22.276952700,114.148008400,450.1,,
T,2022-06-28 15:26:36.413,22.276985400,114.148011200,447.4,,
T,2022-06-28 15:26:39.459,22.277021000,114.148025700,443.6,,
T,2022-06-28 15:26:41.101,22.277036100,114.148040700,441.4,,
T,2022-06-28 15:26:43.278,22.277055500,114.148061300,438.3,,
T,2022-06-28 15:26:44.558,22.277067500,114.148072700,435.9,,
T,2022-06-28 15:26:45.965,22.277081900,114.148083600,433.4,,
T,2022-06-28 15:26:47.343,22.277096700,114.148093100,431.1,,
